Net_Passengers,2019 Total Housing Units,2019 Total Daytime Population,2019 Unemployment Rate,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level,2019 Median Household Income,Household Density,Daytime_Population_Density,Shape Area sqmi,2014-2018 ACS HHs: Inc Below Poverty Level,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,primary_length,secondary_length,tertiary_length,walk_length,Undeveloped_Sq_Meters,Developed_OP_Sq_Meters,Developed_LI_Sq_Meters,Developed_MI_Sq_Meters,Developed_HI_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other
0,867,1894,1.1,1.4,71,44255,867,1894,1,71,8.55,0.027942075,0,0.001182745,0,232200,623700,677700,351000,126000,117504.1333,47513.57771,5251.974265
0,1145,2917,1,1.3,76,41484,1145,2917,1,76,8.91,0.027942075,0,0.000641853,0,151200,619200,627300,457200,159300,142228.0456,62756.58022,3756.154804
0,1035,3321,1,1.2,67,40390,1035,3321,1,67,8.86,0.027942075,0.020985371,0.002865492,0,72000,477000,516600,617400,328500,122591.6619,116700.438,2263.784495
-174,493,3337,0.8,1.7,10,49443,493,3337,1,10,4.85,0.027942075,0.013118251,0.002619677,0,101700,354600,441900,704700,406800,96241.80942,149940.8272,1404.944175
-668,493,3997,0.8,1.7,10,49443,493,3997,1,10,4.85,0.027942075,0.013118251,0.00087507,0,99000,309600,392400,748800,458100,84038.934,239453.0646,1233.873006
-425,542,4605,0.9,1.3,38,45439,542,4605,1,38,8.14,0.027942075,0.000938531,0.00087507,0,111600,275400,369000,768600,488700,74366.25243,228616.3936,1538.911231
-237,157,6777,1.1,1.8,5,69538,157,6777,1,5,5.21,0.027942075,0.000938531,0.001223998,0,92700,201600,320400,777600,614700,60086.9009,256090.4528,1788.816413
-2429,145,6946,0.7,1.8,4,75384,145,6946,1,4,4.65,0,0.000938531,0.001223998,0,81000,198000,260100,782100,690300,54353.52534,280198.0094,1538.911231
0,259,7364,0.6,2.1,4,85886,259,7364,1,4,1.93,0,0.000938531,0.006077151,0,108900,341100,316800,648000,595800,56524.49089,202646.1435,1233.873006
-1603,259,7364,0.6,2.1,4,85886,259,7364,1,4,1.93,0,0.000938531,0.006077151,0,108900,340200,316800,649800,595800,56172.82584,203563.6711,1233.873006
-27,259,7364,0.6,2.1,4,85886,259,7364,1,4,1.93,0,0.000938531,0.006077151,0,108900,340200,316800,649800,596700,56172.82584,203563.6711,1233.873006
-21,259,7364,0.6,2.1,4,85886,259,7364,1,4,1.93,0,0.000938531,0.006077151,0,108900,341100,315000,648900,594000,56172.82584,203288.8515,1233.873006
-28,259,7364,0.6,2.1,4,85886,259,7364,1,4,1.93,0,0.000938531,0.006077151,0,108900,340200,316800,649800,595800,56172.82584,203288.8515,1233.873006
0,946,1800,17.4,0,245,21165,946,1800,1,245,30.51,0.002539036,0.027680965,0.004266229,0.000104051,75600,352800,871200,417600,287100,107743.2959,49004.5466,61268.7897
102,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
3,940,1759,17,0,229,21998,940,1759,1,229,30.09,0.002539036,0,0.004266229,0.000104051,97200,367200,846900,416700,276300,113424.6892,51837.61579,61459.04094
40,919,1763,17.1,1.1,217,22069,919,1763,1,217,29.73,0.002539036,0,0.004266229,0.000104051,111600,357300,811800,431100,300600,109736.0543,88338.87523,62769.81919
0,658,2125,17.9,1,162,24157,658,2125,1,162,30.8,0.022493776,0.002056221,0.004350077,0.006086173,105300,310500,585900,512100,500400,82790.81514,115620.6879,52644.36295
35,658,2125,17.9,1,162,24157,658,2125,1,162,30.8,0.022493776,0.002056221,0.004350077,0.006086173,105300,310500,585900,512100,499500,82790.81514,115620.6879,52644.36295
25,585,2618,16.1,1,153,23478,585,2618,1,153,32.55,0.022493776,0.002056221,0.004350077,0.00241913,51300,261900,578700,594000,528300,76257.64153,111294.5815,55747.53025
3,695,3094,12.5,1.1,182,23904,695,3094,1,182,33.03,0.022493776,0.020014971,0.002845999,0.00241913,900,214200,563400,650700,579600,77328.10985,136042.4571,42214.63694
81,658,3046,12,1.1,178,23604,658,3046,1,178,33.71,0.022493776,0.020014971,0.002845999,0.00241913,1800,189900,539100,693000,583200,74934.38287,196038.0854,40697.23175
-2,630,19375,9,1.4,134,27134,630,19375,1,134,27.92,0.022493776,0.020014971,0.003320247,0.00241913,14400,120600,506700,732600,635400,62875.84828,221807.6967,58244.69384
15,655,19914,8.7,1.4,139,27920,655,19914,1,139,27.25,0.022493776,0.004362308,0.002187013,0.004159403,14400,138600,537300,713700,605700,57981.89266,216510.9914,58331.50388
0,663,19760,8.8,1.4,141,28117,663,19760,1,141,27.27,0.022493776,0.004362308,0.002187013,0.004159403,24300,156600,566100,708300,554400,60668.46316,203641.7117,52397.9048
56,689,19648,8.2,1.4,150,28248,689,19648,1,150,27.27,0.002460738,0.001515483,0.002187013,0.011014395,162900,179100,585900,676800,408600,69968.74422,210010.1294,40669.14029
113,734,19985,7.8,1.4,150,28300,734,19985,1,150,26.93,0.002460738,0.001515483,0.002187013,0.011014395,216900,180900,586800,691200,332100,72757.49253,223526.6363,19811.85133
4,674,21275,7.5,1.4,133,28585,674,21275,1,133,26.34,0.002460738,0.001515483,0.002187013,0.011014395,283500,169200,560700,694800,304200,74964.22581,244923.7398,19016.33891
-6,714,21712,7.4,1.5,132,30192,714,21712,1,132,23.87,0.002460738,0.001515483,0.002187013,0.011014395,396000,141300,496800,649800,319500,62946.34422,252746.7809,16351.68947
4,664,20510,6.8,1.6,101,31607,664,20510,1,101,21.67,0.001456443,0.001515483,0.002187013,0.011014395,451800,126000,479700,628200,319500,67043.72612,260168.0426,4179.039121
-7,724,10447,6.7,1.2,141,31223,724,10447,1,141,27.01,0.001456443,0.001636896,0.002187013,0.001155599,547200,138600,356400,639900,334800,47828.83391,260358.8569,18952.33349
-2,962,11797,6,1.1,188,31924,962,11797,1,188,27.69,0.001456443,0.001636896,0.002187013,0.000108934,566100,138600,302400,621000,382500,40558.85101,219198.0527,20175.66116
-4,1004,14734,6,1.1,191,32027,1004,14734,1,191,27.72,0.001456443,0.001636896,0.002187013,0.000108934,585900,116100,273600,591300,440100,43390.80724,223166.1795,32865.83398
-1,1046,15928,5.8,1.1,192,33752,1046,15928,1,192,26.56,0.001456443,0.00141239,0.000639021,0.000108934,548100,73800,223200,620100,548100,57823.09226,203124.2203,63616.21445
0,1183,17911,5.8,1.1,192,33532,1183,17911,1,192,26.63,0.007374132,0.00141239,0.000639021,0.000108934,520200,87300,252000,597600,557100,55649.04255,194636.3488,63616.21445
-38,1188,18149,5.7,1.1,197,33572,1188,18149,1,197,26.88,0.007374132,0.00141239,0.000639021,0.000108934,503100,97200,262800,590400,560700,53789.38984,203946.2322,63616.21445
0,1268,22326,5,1.1,226,32232,1268,22326,1,226,28.46,0.007374132,0.00141239,0.000639021,0.000108934,378000,98100,285300,621000,629100,47281.46265,257953.9221,64940.29291
-105,1268,22326,5,1.1,226,32232,1268,22326,1,226,28.46,0.007374132,0.00141239,0.000639021,0.000108934,378000,98100,285300,621000,629100,47281.46265,257953.9221,64940.29291
0,1268,22326,5,1.1,226,32232,1268,22326,1,226,28.46,0.007374132,0.00141239,0.000639021,0.000108934,378000,98100,285300,621000,629100,47281.46265,257953.9221,64940.29291
87,1268,22326,5,1.1,226,32232,1268,22326,1,226,28.46,0.007374132,0.00141239,0.000639021,0.000108934,378000,98100,285300,621000,629100,47281.46265,257953.9221,64940.29291
-131,1807,27195,6.5,0,449,25874,1807,27195,1,449,34.57,0.007374132,0.00141239,0.000639021,0.000108934,117000,81900,308700,717300,783000,50860.30196,308444.9925,74677.50723
-91,1774,31490,6.6,0,444,25553,1774,31490,1,444,35.13,0.007374132,0.00141239,0.002113161,0.000108934,10800,53100,282600,716400,943200,55819.5418,416934.4394,74275.96096
-57,1581,31031,6.7,0,404,24286,1581,31031,1,404,36.01,0.003194174,0.00141239,0.002113161,7.53E-05,9900,43200,267300,682200,1004400,69333.42112,421318.1473,77771.14224
-2,1627,29632,7.9,0,509,16757,1627,29632,1,509,42.35,0.003194174,0.003388128,0.002502882,0.001013968,7200,22500,239400,632700,1103400,76568.13,409196.7797,69389.62103
-100,1685,29090,8.2,0,542,15859,1685,29090,1,542,43.67,0.003194174,0.003388128,0.002502882,0.001013968,7200,21600,243900,639000,1103400,75617.02756,400978.1456,62473.92408
11,1766,28354,8.3,0,584,15637,1766,28354,1,584,43.58,0.004167034,0.003388128,0.002502882,0.001013968,7200,20700,242100,574200,1167300,69445.54649,452820.1991,50595.15961
-10,1272,21844,5.8,1.1,280,30854,1272,21844,1,280,32.26,0.004167034,0.003388128,0.001407704,0.001860492,7200,16200,144000,619200,1221300,53560.3673,488427.0953,43808.6143
0,1278,26713,6.1,1.1,281,30108,1278,26713,1,281,31.9,0.004167034,0.003388128,0.001407704,0.000956618,13500,18900,170100,639900,1164600,50605.8924,473078.8454,43808.6143
-2,1262,28850,6.3,1.1,266,30064,1262,28850,1,266,31.22,0.003194174,0.003388128,0.002502882,0.001288492,18000,18000,179100,665100,1128600,53833.03084,486210.2158,52147.7199
-4,1370,30130,6.2,1.1,299,30255,1370,30130,1,299,30.95,0.003194174,0.003388128,0.002113161,0.000514863,26100,27900,189900,732600,1035900,62987.59415,451970.09,58934.26522
-5,1324,29114,6.2,1.1,268,30822,1324,29114,1,268,29.52,0.001456443,0.001636896,0.002187013,7.53E-05,35100,43200,233100,751500,952200,71890.55791,422722.9216,54502.72781
0,1414,28070,6.2,1.1,261,30994,1414,28070,1,261,29.39,0.001456443,0.001636896,0.002187013,0.001155599,67500,65700,263700,761400,856800,76809.70011,374975.0197,55027.01526
-1,1413,21576,6.2,1.1,262,30918,1413,21576,1,262,29.44,0.001456443,0.001636896,0.002187013,0.001155599,151200,90900,285300,756000,728100,77112.31578,342540.9445,42121.87951
0,941,16608,6.3,1.2,169,30718,941,16608,1,169,28.12,0.001456443,0.001636896,0.002187013,0.000108934,450900,124200,298800,657000,474300,60278.3665,247480.7361,20542.72889
10,868,12609,6.4,1.2,158,30413,868,12609,1,158,27.92,0.001456443,0.001636896,0.002187013,0.001155599,460800,129600,342900,676800,403200,49603.31143,227529.0499,21106.15926
0,665,20645,6.8,1.6,101,31684,665,20645,1,101,21.67,0.001456443,0.001515483,0.002187013,0.011014395,435600,124200,481500,639900,324000,68669.04195,261108.2171,4179.039121
1,661,21602,7.4,1.5,110,31090,661,21602,1,110,21.96,0.002460738,0.001515483,0.002187013,0.011014395,413100,135900,494100,641700,320400,63880.64895,249913.4733,4179.039121
-3,724,20986,7.8,1.4,148,28169,724,20986,1,148,26.91,0.002460738,0.001515483,0.002187013,0.011014395,224100,182700,591300,698400,310500,73518.57503,237503.0952,19811.85133
16,724,20045,7.8,1.4,150,28103,724,20045,1,150,27.27,0.002460738,0.001515483,0.002187013,0.011014395,163800,177300,591300,686700,396000,72256.17391,217109.8593,38733.05598
6,680,19794,8.6,1.4,147,28074,680,19794,1,147,27.58,0.002460738,0.001790982,0.002187013,0.004159403,46800,159300,576900,712800,516600,63943.30279,216575.5008,52002.42884
4,651,19835,8.9,1.4,137,28165,651,19835,1,137,27.08,0.022493776,0.004362308,0.002187013,0.004159403,14400,144900,546300,722700,583200,60733.24319,223118.7249,54973.24214
-2,709,3107,11.6,1.1,194,23588,709,3107,1,194,34.04,0.022493776,0.020014971,0.002845999,0.00241913,,193500,552600,690300,575100,79508.37398,144786.6677,40431.8035
-3,655,3087,13.1,1.1,178,23412,655,3087,1,178,33.4,0.022493776,0.020014971,0.002845999,0.00241913,3600,213300,567000,645300,583200,77825.20202,136511.7067,41946.17079
-21,605,2661,15.7,1,159,23453,605,2661,1,159,32.78,0.022493776,0.002056221,0.004350077,0.00241913,36900,251100,582300,597600,540000,76532.29553,113382.4611,58540.68443
-30,731,2354,17,1,186,23659,731,2354,1,186,31.85,0.022493776,0.002056221,0.004350077,0.00241913,79200,294300,573300,569700,487800,77728.6921,99641.13813,64812.70891
0,658,2377,17.9,1,162,24157,658,2377,1,162,30.8,0.022493776,0.002056221,0.004350077,0.003005485,99900,308700,597600,508500,491400,84305.47355,114311.1522,52470.08779
-42,684,2157,18.1,1,168,24063,684,2157,1,168,30.77,0.022493776,0.002056221,0.004350077,0.001488731,106200,306000,592200,509400,495000,84403.70325,116725.6805,52179.57311
-4,655,2181,18.7,1,155,23511,655,2181,1,155,30.27,0.002539036,0,0.002845999,0.022455216,127800,299700,637200,432000,515700,86190.1619,133625.3354,44752.48181
-31,916,1735,16.9,1.1,216,22298,916,1735,1,216,29.59,0.002539036,0,0.004266229,0.000104051,116100,358200,795600,434700,310500,109068.792,102790.3736,62924.04587
0,946,1800,17.4,0,245,21165,946,1800,1,245,30.51,0.002539036,0.027680965,0.004266229,0.000104051,75600,352800,871200,417600,287100,107743.2959,49004.5466,61268.7897
-64,946,1800,17.4,0,245,21165,946,1800,1,245,30.51,0.002539036,0,0.004266229,0.000104051,77400,352800,870300,422100,285300,108277.7251,49004.5466,61268.7897
0,847,1231,3.9,1.6,70,37840,847,1231,1,70,9.66,0,0.028515076,0.00064323,0.002743219,270000,1138500,498600,82800,19800,125542.7957,24456.65699,1744.501254
68,847,1231,3.9,1.6,70,37840,847,1231,1,70,9.66,0,0.028515076,0.00064323,0.002743219,265500,1137600,498600,83700,19800,125265.4595,24456.65699,1744.501254
-6,687,1080,3.5,1.6,59,35750,687,1080,1,59,9.93,0,0.028515076,0.00064323,0.002743219,383400,1039500,496800,76500,18900,114160.6492,27227.30489,1701.166082
23,675,1098,3.1,1.6,63,34229,675,1098,1,63,10.73,0,0.028515076,0.00064323,0.002743219,516600,943200,457200,74700,18900,96802.56825,30136.85363,1797.150213
0,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
1,983,1953,17.5,0,255,20966,983,1953,1,255,30.65,0.002539036,0,0.004266229,0.000104051,74700,352800,871200,417600,296100,104137.6073,47759.75662,61268.7897
0,495,793,3,1.5,53,32339,495,793,1,53,12.35,0,0.028515076,0.00064323,0,913500,781200,278100,27900,10800,59275.0592,20046.05859,703.8654687
0,495,793,3,1.5,53,32339,495,793,1,53,12.35,0,0.028515076,0.00064323,0,913500,781200,278100,27900,10800,59275.0592,20046.05859,703.8654687
-2,719,1101,3.5,1.5,102,33964,719,1101,1,102,16.19,0,0.028515076,0.00064323,0,876600,777600,299700,36900,14400,62893.98558,24975.78049,857.656332
4,766,1179,3.5,1.5,114,34111,766,1179,1,114,16.91,0,0.028515076,0.00064323,0,813600,780300,338400,62100,14400,68082.08045,28019.70252,645.7789622
0,666,933,7.8,1.5,133,35081,666,933,1,133,26.13,0,0.012112659,0.001219749,0.010990618,1008000,744300,200700,41400,9000,49308.61868,19295.03702,1050.278373
-2,448,746,9,1.5,80,32670,448,746,1,80,25.4,0,0.011963726,0.00294395,0.010990618,903600,773100,243900,71100,15300,57436.48166,27152.66418,1195.199519
-4,653,1144,8.1,1.4,137,29614,653,1144,1,137,28.48,0,0.011963726,0.00294395,0.000159708,774900,679500,410400,131400,17100,85763.40179,32410.35648,3111.047036
-2,920,1556,6.8,1.5,209,31950,920,1556,1,209,28.47,0,0.011963726,0.002659247,0.000108751,648000,678600,483300,171000,25200,98943.49719,35825.78549,2666.415119
-1,843,1448,6.4,1.5,197,32317,843,1448,1,197,28.76,0,0.011963726,0.002659247,0.00121012,624600,727200,479700,158400,22500,97024.76375,33885.03254,3391.117503
45,807,1136,6.1,1.5,188,33485,807,1136,1,188,28.7,0,0.011963726,0.002659247,0.010990618,655200,852300,411300,79200,9000,94507.14098,19252.51615,2261.684399
5,708,903,7.3,1.6,140,36957,708,903,1,140,24.43,0,0.011963726,0.002659247,0.010990618,770400,931500,274500,35100,4500,75241.36609,6499.027735,1405.728404
0,347,455,10.4,1.8,40,37723,347,455,1,40,15.56,0,0.011963726,0.00294395,0.013355155,911700,827100,231300,37800,5400,64538.50948,7005.658822,1515.388961
0,256,379,11.2,1.8,28,37761,256,379,1,28,13.59,0,0.011963726,0.001637144,0.013355155,1062000,683100,224100,34200,11700,52910.58249,6392.785535,1411.525584
0,203,305,10.3,1.8,28,37431,203,305,1,28,16.57,0,0.011963726,0.001637144,0.013355155,1182600,562500,225000,31500,13500,49409.11058,7511.949802,1260.457988
0,382,578,8,1.7,78,36827,382,578,1,78,22.87,0,0.011963726,0.014150413,0.013355155,1179000,527400,260100,27900,11700,53260.6578,5426.484629,519.6334305
0,571,834,5.6,1.6,139,35988,571,834,1,139,27.25,0,0.011963726,0.014150413,0,1176300,543600,256500,26100,11700,57787.28687,5146.381739,492.7219075
17,508,727,5.2,1.6,126,35765,508,727,1,126,27.69,0,0.035778061,0.014150413,0,1226700,525600,249300,10800,900,61532.3953,2978.595881,425.2132211
-1,438,623,5.3,1.6,106,35836,438,623,1,106,27.75,0,0.035778061,0.007902605,0,1121400,611100,277200,5400,,71901.0199,2969.402459,311.6124649
3,429,608,5.2,1.6,103,35846,429,608,1,103,27.54,0,0.035778061,0.007902605,0,990000,719100,294300,9900,900,80590.5977,3703.454878,84.21895945
0,327,518,5.2,1.6,59,36503,327,518,1,59,20.42,0,0.028515076,0.00064323,0,734400,870300,326700,66600,16200,88339.63456,21862.29074,118.3828894
-1,430,727,5.3,1.6,71,37002,430,727,1,71,18.93,0,0.028515076,0.00064323,0.002743219,530100,1007100,382500,75600,18900,96416.36066,22711.15473,1497.712436
4,532,837,5.3,1.6,78,37568,532,837,1,78,17.07,0,0.028515076,0.00064323,0.002743219,408600,1070100,432000,83700,19800,107832.5002,23181.38557,1761.641144
13,758,1167,5.7,1.6,102,38221,758,1167,1,102,16.04,0,0.028515076,0.00064323,0.002743219,287100,1151100,469800,85500,19800,119590.4215,21699.26137,1919.285542
18,730,1121,6,1.6,103,38737,730,1121,1,103,16.91,0,0.028515076,0.00064323,0.002743219,261900,1181700,464400,85500,19800,119204.3629,22365.1069,1919.285542
1,669,1053,6,1.6,97,38730,669,1053,1,97,17.23,0,0.028515076,0.00239377,0.002743219,297000,1170000,436500,83700,19800,116491.5879,22883.33357,1919.285542
3,717,1074,6.1,1.6,124,38015,717,1074,1,124,19.9,0,0.033013667,0.00239377,0.002743219,306900,1200600,414900,74700,9900,113861.4979,18292.37087,1656.801457
3,733,996,5.9,0,127,37995,733,996,1,127,20.16,0,0.033013667,0.00239377,0.002743219,329400,1177200,433800,64800,10800,118707.0763,13562.80064,502.2545856
-4,558,802,5.7,0,87,38956,558,802,1,87,17.86,0,0.033013667,0.00239377,0,369900,1135800,393300,86400,26100,105620.5185,22606.91641,378.2379327
22,642,971,5.7,0,105,38874,642,971,1,105,18.52,0,0.033013667,0.002332803,0.038959139,450900,853200,538200,134100,36000,106675.922,27786.622,592.4886959
0,358,559,4.7,1.7,72,37211,358,559,1,72,21.82,0,0.033013667,0.002332803,0.038959139,490500,613800,590400,230400,84600,76443.08448,46173.46602,1171.702701
2,347,548,4.6,1.7,71,37039,347,548,1,71,22.12,0,0.033013667,0.002332803,0.038959139,542700,588600,563400,233100,84600,66360.86193,45501.39929,1948.542523
8,533,1124,4.5,1.9,35,40961,533,1124,1,35,8.2,0,0.033013667,0.002332803,0.038959139,483300,604800,699300,173700,44100,110838.2086,47380.21899,
-9,676,954,5.5,0,81,40967,676,954,1,81,14.16,0,0.033013667,0.002332803,0.038959139,219600,981000,637200,142200,36900,133044.6987,34386.18612,60.66570368
1,671,1004,5.7,0,112,38614,671,1004,1,112,18.92,0,0.033013667,0.002332803,0.038959139,458100,868500,513900,132300,35100,104080.7487,27786.622,451.6577809
5,658,993,5.6,0,116,38297,658,993,1,116,19.83,0,0.033013667,0.00239377,0,389700,1099800,396900,94500,28800,104790.2568,22606.91641,168.3179759
-3,733,996,5.9,0,127,37995,733,996,1,127,20.16,0,0.033013667,0.00239377,0,333000,1172700,432000,63900,12600,119315.2719,13536.74674,502.2545856
2,704,1023,6.1,1.6,122,37927,704,1023,1,122,19.93,0,0.033013667,0.00239377,0.002743219,311400,1199700,419400,72900,8100,113526.0255,18389.51494,1656.801457
53,713,1100,6,1.6,101,38701,713,1100,1,101,16.92,0,0.028515076,0.00064323,0.002743219,274500,1167300,458100,85500,19800,117835.4879,22365.1069,1919.285542
3,874,1255,5.8,1.7,98,39656,874,1255,1,98,13.82,0,0.033013667,0.00239377,0.002743219,153000,1239300,513000,85500,19800,132840.54,20971.36738,1881.584133
7,903,1347,5.8,1.7,98,39695,903,1347,1,98,13.42,0,0.033013667,0.00239377,0.002743219,104400,1277100,513000,98100,22500,131829.1279,26465.44162,1916.226353
5,974,1422,5.3,0,101,40317,974,1422,1,101,13.02,0,0.033013667,0.001786856,0.002743219,109800,1259100,508500,105300,24300,130328.5529,28268.21576,1916.226353
62,1075,1532,5.1,0,109,40745,1075,1532,1,109,12.63,0,0.013190787,0.001786856,0.002743219,101700,1278900,503100,105300,23400,130440.7865,28883.77421,1721.65662
3,1032,1416,4.3,0,97,41863,1032,1416,1,97,11.64,0,0.013190787,0.001786856,0.002743219,105300,1296000,501300,88200,16200,134308.5034,23229.69541,1727.007863
-1,1327,1664,3.6,0,156,42941,1327,1664,1,156,13.68,0,0.013190787,0.001534328,0.002743219,90000,1284300,566100,57600,8100,146449.6326,16838.7629,1755.941722
29,1202,1412,2.7,0,144,43918,1202,1412,1,144,13.89,0,0.013190787,0.001534328,0.002743219,81000,1251000,603900,62100,8100,151455.5491,17187.24478,1755.941722
52,1328,1538,2.9,0,177,43087,1328,1538,1,177,15.38,0,0.013190787,0.001534328,0,107100,1188900,639000,63000,8100,161085.6222,15722.74065,601.3948514
